ID,AGENCY_CODE,PROJ_CODE,S_ID,O_ID,H_NO,O_LATITUDE_GDA,O_LONGITUDE_GDA,O_WA_SOILGRP_CODE,H_TEXTURE,Method,P_HCO3_,P_HCO3_1,P_HCO3_2,P_HCO3_3,P_HCO3_4,P_any_,P_buff_,P_buff_1,P_buff_2,P_buffany,ENT_DESC,PROP_DESC,LAND_USE_DESCRIPTION,LU_SEL
503_CARN_WO1_2,503,CARN,WO1,2,4,-26.216141,114.600519,,,9B1,1,,,,,1,,,,,Agricultural,Pastoral,,4
503_CARN_WO1_2,503,CARN,WO1,2,2,-26.216141,114.600519,,,9B1,2,,,,,2,,,,,Agricultural,Pastoral,,4
503_CARN_WO1_2,503,CARN,WO1,2,1,-26.216141,114.600519,,,9B1,7,,,,,7,,,,,Agricultural,Pastoral,,4
503_CARN_WO2_1,503,CARN,WO2,1,1,-26.207341,114.577819,,,9B1,7,,,,,7,,,,,Agricultural,Pastoral,,4
503_CARN_WO2_2,503,CARN,WO2,2,1,-26.207341,114.577819,,,9B1,8,,,,,8,,,,,Agricultural,Pastoral,,4
503_CARN_WO2_2,503,CARN,WO2,2,2,-26.207341,114.577819,,,9B1,3,,,,,3,,,,,Agricultural,Pastoral,,4
503_CARN_WO2_2,503,CARN,WO2,2,3,-26.207341,114.577819,,,9B1,2,,,,,2,,,,,Agricultural,Pastoral,,4
503_CARN_WO2_2,503,CARN,WO2,2,4,-26.207341,114.577819,,,9B1,2,,,,,2,,,,,Agricultural,Pastoral,,4
503_CARN_WO3_1,503,CARN,WO3,1,1,-26.194941,114.539119,,,9B1,9,,,,,9,,,,,Agricultural,Pastoral,,4
503_CARN_WO3_2,503,CARN,WO3,2,1,-26.194941,114.539119,,,9B1,10,,,,,10,,,,,Agricultural,Pastoral,,4
503_CARN_WO3_2,503,CARN,WO3,2,2,-26.194941,114.539119,,,9B1,5,,,,,5,,,,,Agricultural,Pastoral,,4
503_CARN_WO4_1,503,CARN,WO4,1,1,-26.190341,114.510819,,,9B1,12,,,,,12,,,,,Agricultural,Pastoral,,4
503_CARN_WO4_2,503,CARN,WO4,2,2,-26.190341,114.510819,,,9B1,4,,,,,4,,,,,Agricultural,Pastoral,,4
503_CARN_WO4_2,503,CARN,WO4,2,1,-26.190341,114.510819,,,9B1,10,,,,,10,,,,,Agricultural,Pastoral,,4
503_CARN_WO5_1,503,CARN,WO5,1,1,-26.194342,114.424819,,,9B1,7,,,,,7,,,,,Agricultural,Pastoral,,4
503_CARN_WO5_2,503,CARN,WO5,2,2,-26.194342,114.424819,,,9B1,6,,,,,6,,,,,Agricultural,Pastoral,,4
503_CARN_WO5_2,503,CARN,WO5,2,3,-26.194342,114.424819,,,9B1,5,,,,,5,,,,,Agricultural,Pastoral,,4
503_CARN_WO5_2,503,CARN,WO5,2,4,-26.194342,114.424819,,,9B1,4,,,,,4,,,,,Agricultural,Pastoral,,4
503_CARN_WO5_2,503,CARN,WO5,2,1,-26.194342,114.424819,,,9B1,11,,,,,11,,,,,Agricultural,Pastoral,,4
503_CARN_ZU1_1,503,CARN,ZU1,1,1,-27.260456,114.020533,,,9B1,2,,,,,2,,,,,Agricultural,Pastoral,,4
503_CARN_ZU1_2,503,CARN,ZU1,2,1,-27.260456,114.020533,,,9B1,2,,,,,2,,,,,Agricultural,Pastoral,,4
503_CARN_ZU1_2,503,CARN,ZU1,2,2,-27.260456,114.020533,,,9B1,2,,,,,2,,,,,Agricultural,Pastoral,,4
503_CARN_ZU1_2,503,CARN,ZU1,2,3,-27.260456,114.020533,,,9B1,1,,,,,1,,,,,Agricultural,Pastoral,,4
503_CARN_ZU10_1,503,CARN,ZU10,1,1,-27.177356,113.950532,,,9B1,9,,,,,9,,,,,Not Applicable,Reserve,,3
503_CARN_ZU11_1,503,CARN,ZU11,1,1,-27.171656,113.968132,,,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
503_CARN_ZU2_1,503,CARN,ZU2,1,1,-27.260156,114.031333,,,9B1,1,,,,,1,,,,,Agricultural,Pastoral,,4
503_CARN_ZU2_2,503,CARN,ZU2,2,4,-27.260156,114.031333,,,9B1,1,,,,,1,,,,,Agricultural,Pastoral,,4
503_CARN_ZU2_2,503,CARN,ZU2,2,3,-27.260156,114.031333,,,9B1,1,,,,,1,,,,,Agricultural,Pastoral,,4
503_CARN_ZU2_2,503,CARN,ZU2,2,1,-27.260156,114.031333,,,9B1,1,,,,,1,,,,,Agricultural,Pastoral,,4
503_CARN_ZU2_2,503,CARN,ZU2,2,2,-27.260156,114.031333,,,9B1,1,,,,,1,,,,,Agricultural,Pastoral,,4
503_CARN_ZU3_1,503,CARN,ZU3,1,1,-27.258256,114.068833,,,9B1,1,,,,,1,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU3_2,503,CARN,ZU3,2,1,-27.258256,114.068833,,,9B1,2,,,,,2,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU3_2,503,CARN,ZU3,2,2,-27.258256,114.068833,,,9B1,2,,,,,2,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU3_2,503,CARN,ZU3,2,3,-27.258256,114.068833,,,9B1,2,,,,,2,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU3_2,503,CARN,ZU3,2,4,-27.258256,114.068833,,,9B1,2,,,,,2,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU4_1,503,CARN,ZU4,1,1,-27.256555,114.151933,,,9B1,1,,,,,1,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU4_2,503,CARN,ZU4,2,4,-27.256555,114.151933,,,9B1,2,,,,,2,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU4_2,503,CARN,ZU4,2,3,-27.256555,114.151933,,,9B1,1,,,,,1,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU4_2,503,CARN,ZU4,2,2,-27.256555,114.151933,,,9B1,1,,,,,1,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU4_2,503,CARN,ZU4,2,1,-27.256555,114.151933,,,9B1,2,,,,,2,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU5_1,503,CARN,ZU5,1,1,-27.255754,114.189233,,,9B1,1,,,,,1,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU5_2,503,CARN,ZU5,2,1,-27.255754,114.189233,,,9B1,2,,,,,2,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU5_2,503,CARN,ZU5,2,2,-27.255754,114.189233,,,9B1,1,,,,,1,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU5_2,503,CARN,ZU5,2,3,-27.255754,114.189233,,,9B1,1,,,,,1,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU5_2,503,CARN,ZU5,2,4,-27.255754,114.189233,,,9B1,1,,,,,1,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU6_1,503,CARN,ZU6,1,1,-27.255952,114.375233,,,9B1,5,,,,,5,,,,,Agricultural,Pastoral,,4
503_CARN_ZU7_1,503,CARN,ZU7,1,1,-27.247756,113.977233,,,9B1,11,,,,,11,,,,,Agricultural,Pastoral,,4
503_CARN_ZU8_1,503,CARN,ZU8,1,1,-27.240856,113.989533,,,9B1,4,,,,,4,,,,,Non Agricultural Land,Government,,5
503_CARN_ZU9_1,503,CARN,ZU9,1,1,-27.173556,113.958332,,,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW001_1,503,PIL_RIPA,PSW001,1,1,-22.72555556,119.6565556,,,9B1,50,,,,,50,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW002_1,503,PIL_RIPA,PSW002,1,1,-22.50913889,119.7769444,,,9B1,34,,,,,34,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW002B_1,503,PIL_RIPA,PSW002B,1,1,-22.50852778,119.7796111,,,9B1,24,,,,,24,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW003_1,503,PIL_RIPA,PSW003,1,1,-22.31619444,119.1499444,,,9B1,19,,,,,19,,,,,Non Agricultural Land,Government,,5
503_PIL_RIPA_PSW003B_1,503,PIL_RIPA,PSW003B,1,1,-22.31319444,119.1529722,,,9B1,8,,,,,8,,,,,Non Agricultural Land,Government,,5
503_PIL_RIPA_PSW004_1,503,PIL_RIPA,PSW004,1,1,-29.153,118.4919722,,,9B1,23,,,,,23,,,,,Non Agricultural Land,Government,,5
503_PIL_RIPA_PSW006_1,503,PIL_RIPA,PSW006,1,1,-22.47741667,118.5513056,,,9B1,6,,,,,6,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW007_1,503,PIL_RIPA,PSW007,1,1,-22.25866667,117.9858611,,,9B1,3,,,,,3,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW008_1,503,PIL_RIPA,PSW008,1,1,-23.05847222,118.09025,,,9B1,5,,,,,5,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW009_1,503,PIL_RIPA,PSW009,1,1,-22.26736111,117.0383333,,,9B1,3,,,,,3,,,,,Non Agricultural Land,Government,,5
503_PIL_RIPA_PSW010_1,503,PIL_RIPA,PSW010,1,1,-21.56983333,117.05525,,,9B1,2,,,,,2,,,,,Non Agricultural Land,Reserve,,5
503_PIL_RIPA_PSW011_1,503,PIL_RIPA,PSW011,1,1,-21.58388889,117.0676944,,,9B1,9,,,,,9,,,,,Non Agricultural Land,Reserve,,5
503_PIL_RIPA_PSW012_1,503,PIL_RIPA,PSW012,1,1,-21.55188889,116.9686389,,,9B1,4,,,,,4,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW013_1,503,PIL_RIPA,PSW013,1,1,-21.57211111,116.9614722,,,9B1,3,,,,,3,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW014_1,503,PIL_RIPA,PSW014,1,1,-21.44352778,115.8625,,,9B1,9,,,,,9,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW017_1,503,PIL_RIPA,PSW017,1,1,-21.42547222,118.4724722,,,9B1,4,,,,,4,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW019_1,503,PIL_RIPA,PSW019,1,1,-20.67997222,120.2020278,,,9B1,10,,,,,10,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW021_1,503,PIL_RIPA,PSW021,1,1,-21.33208333,120.3743611,,,9B1,5,,,,,5,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW022_1,503,PIL_RIPA,PSW022,1,1,-21.34236111,119.6136111,,,9B1,4,,,,,4,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW023_1,503,PIL_RIPA,PSW023,1,1,-21.19061111,121.08375,,,9B1,16,,,,,16,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW024_1,503,PIL_RIPA,PSW024,1,1,-21.47736111,121.0279167,,,9B1,17,,,,,17,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW026_1,503,PIL_RIPA,PSW026,1,1,-22.91561111,119.205,,,9B1,3,,,,,3,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW027_1,503,PIL_RIPA,PSW027,1,1,-22.46736111,122.2583333,,,9B1,4,,,,,4,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW028_1,503,PIL_RIPA,PSW028,1,1,-22.50377778,122.07675,,,9B1,9,,,,,9,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW029_1,503,PIL_RIPA,PSW029,1,1,-22.61855556,122.3586111,,,9B1,5,,,,,5,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW030_1,503,PIL_RIPA,PSW030,1,1,-22.67647222,115.7161111,,,9B1,38,,,,,38,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW031_1,503,PIL_RIPA,PSW031,1,1,-21.80572222,115.1048333,,,9B1,15,,,,,15,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW032_1,503,PIL_RIPA,PSW032,1,1,-22.19447222,115.9556111,,,9B1,13,,,,,13,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW033_1,503,PIL_RIPA,PSW033,1,1,-20.50511111,118.6218889,,,9B1,5,,,,,5,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW034_1,503,PIL_RIPA,PSW034,1,1,-20.37766667,119.4204167,,,9B1,28,,,,,28,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW035_1,503,PIL_RIPA,PSW035,1,1,-20.28941667,119.4310278,,,9B1,5,,,,,5,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW035B_1,503,PIL_RIPA,PSW035B,1,1,-20.28861111,119.4333611,,,9B1,7,,,,,7,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW037_1,503,PIL_RIPA,PSW037,1,1,-20.57286111,120.2603889,,,9B1,6,,,,,6,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW038_1,503,PIL_RIPA,PSW038,1,1,-20.65213889,120.6326667,,,9B1,5,,,,,5,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW039_1,503,PIL_RIPA,PSW039,1,1,-22.67502778,119.8110556,,,9B1,4,,,,,4,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW040_1,503,PIL_RIPA,PSW040,1,1,-22.36188889,118.9762778,,,9B1,12,,,,,12,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW041_1,503,PIL_RIPA,PSW041,1,1,-22.82344444,120.2586944,,,9B1,19,,,,,19,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW042_1,503,PIL_RIPA,PSW042,1,1,-22.85019444,120.2356389,,,9B1,13,,,,,13,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW043_1,503,PIL_RIPA,PSW043,1,1,-24.06611111,119.8781389,,,9B1,7,,,,,7,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW043B_1,503,PIL_RIPA,PSW043B,1,1,-24.07058333,119.8733611,,,9B1,12,,,,,12,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW044_1,503,PIL_RIPA,PSW044,1,1,-23.90222222,118.7122778,,,9B1,3,,,,,3,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW045_1,503,PIL_RIPA,PSW045,1,1,-23.28355556,118.1019722,,,9B1,12,,,,,12,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW047_1,503,PIL_RIPA,PSW047,1,1,-22.09597222,115.6209444,,,9B1,4,,,,,4,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW049_1,503,PIL_RIPA,PSW049,1,1,-22.52961111,115.2832222,,,9B1,11,,,,,11,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW050_1,503,PIL_RIPA,PSW050,1,1,-22.47911111,116.4684444,,,9B1,5,,,,,5,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW051_1,503,PIL_RIPA,PSW051,1,1,-22.95733333,116.8403056,,,9B1,4,,,,,4,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW052_1,503,PIL_RIPA,PSW052,1,1,-23.49222222,117.1981111,,,9B1,14,,,,,14,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW054_1,503,PIL_RIPA,PSW054,1,1,-22.38275,117.614,,,9B1,15,,,,,15,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW055_1,503,PIL_RIPA,PSW055,1,1,-21.62652778,117.7752222,,,9B1,10,,,,,10,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW056_1,503,PIL_RIPA,PSW056,1,1,-20.81238889,117.5969444,,,9B1,4,,,,,4,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW057_1,503,PIL_RIPA,PSW057,1,1,-20.46552778,119.5295,,,9B1,5,,,,,5,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW058_1,503,PIL_RIPA,PSW058,1,1,-21.86255556,116.9090278,,,9B1,5,,,,,5,,,,,Non Agricultural Land,Government,,5
503_PIL_RIPA_PSW059_1,503,PIL_RIPA,PSW059,1,1,-21.10386111,117.2483056,,,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW060_1,503,PIL_RIPA,PSW060,1,1,-20.6105,120.3447778,,,9B1,15,,,,,15,,,,,Non Agricultural Land,Government,,5
503_PIL_RIPA_PSW061_1,503,PIL_RIPA,PSW061,1,1,-20.74919444,120.3067222,,,9B1,4,,,,,4,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW063_1,503,PIL_RIPA,PSW063,1,1,-21.8635,121.00775,,,9B1,6,,,,,6,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW064_1,503,PIL_RIPA,PSW064,1,1,-21.97780556,119.9911667,,,9B1,32,,,,,32,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW065_1,503,PIL_RIPA,PSW065,1,1,-21.68055556,120.4813333,,,9B1,2,,,,,2,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_psw066_1,503,PIL_RIPA,psw066,1,1,-23.18708333,119.6976111,,,9B1,4,,,,,4,,,,,Non Agricultural Land,Pastoral,,4
503_PIL_RIPA_psw067_1,503,PIL_RIPA,psw067,1,1,-24.30058333,118.8731111,,,9B1,3,,,,,3,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_psw068_1,503,PIL_RIPA,psw068,1,1,-23.25325,118.1513889,,,9B1,7,,,,,7,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW069_1,503,PIL_RIPA,PSW069,1,1,-23.55516667,118.2586389,,,9B1,1,,,,,1,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW070_1,503,PIL_RIPA,PSW070,1,1,-21.68583333,121.1252778,,,9B1,2,,,,,2,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW071_1,503,PIL_RIPA,PSW071,1,1,-20.91,116.7352778,,,9B1,22,,,,,22,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW072_1,503,PIL_RIPA,PSW072,1,1,-22.66466667,116.0702222,,,9B1,25,,,,,25,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW073_1,503,PIL_RIPA,PSW073,1,1,-21.91463889,114.9090278,,,9B1,2,,,,,2,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW074_1,503,PIL_RIPA,PSW074,1,1,-21.42847222,115.6847222,,,9B1,10,,,,,10,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW076_1,503,PIL_RIPA,PSW076,1,1,-21.33241667,116.1546667,,,9B1,11,,,,,11,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW078_1,503,PIL_RIPA,PSW078,1,1,-21.03827778,117.6534444,,,9B1,4,,,,,4,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW079_1,503,PIL_RIPA,PSW079,1,1,-20.76405556,118.0150278,,,9B1,18,,,,,18,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW080A_1,503,PIL_RIPA,PSW080A,1,1,-20.87552778,118.5885278,,,9B1,3,,,,,3,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW080B_1,503,PIL_RIPA,PSW080B,1,1,-20.87463889,118.5895278,,,9B1,96,,,,,96,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW081_1,503,PIL_RIPA,PSW081,1,1,-21.96902778,120.8556111,,,9B1,29,,,,,29,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW082_1,503,PIL_RIPA,PSW082,1,1,-22.16527778,121.08025,,,9B1,11,,,,,11,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW083_1,503,PIL_RIPA,PSW083,1,1,-23.65247222,118.0988056,,,9B1,13,,,,,13,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW084_1,503,PIL_RIPA,PSW084,1,1,-25.08419444,118.0547778,,,9B1,7,,,,,7,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW085_1,503,PIL_RIPA,PSW085,1,1,-24.17902778,118.02975,,,9B1,11,,,,,11,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW086_1,503,PIL_RIPA,PSW086,1,1,-22.57841667,121.03425,,,9B1,10,,,,,10,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW088_1,503,PIL_RIPA,PSW088,1,1,-21.54813889,119.3435278,,,9B1,7,,,,,7,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW089_1,503,PIL_RIPA,PSW089,1,1,-21.20183333,119.3205278,,,9B1,8,,,,,8,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW090_1,503,PIL_RIPA,PSW090,1,1,-21.09772222,117.6271389,,,9B1,6,,,,,6,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW091_1,503,PIL_RIPA,PSW091,1,1,-21.33769444,117.0697222,,,9B1,6,,,,,6,,,,,Non Agricultural Land,Reserve,,5
503_PIL_RIPA_PSW092_1,503,PIL_RIPA,PSW092,1,1,-21.69533333,118.6295556,,,9B1,5,,,,,5,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW093_1,503,PIL_RIPA,PSW093,1,1,-23.24852778,119.5992222,,,9B1,6,,,,,6,,,,,Not Applicable,Road,,3
503_PIL_RIPA_PSW094_1,503,PIL_RIPA,PSW094,1,1,-22.39183333,118.2583056,,,9B1,4,,,,,4,,,,,Not Applicable,Reserve,,3
503_PIL_RIPA_PSW095_1,503,PIL_RIPA,PSW095,1,1,-21.57986111,117.1029444,,,9B1,4,,,,,4,,,,,Non Agricultural Land,Reserve,,5
503_PIL_RIPA_PSW096_1,503,PIL_RIPA,PSW096,1,1,-21.04438889,117.6636389,,,9B1,8,,,,,8,,,,,Agricultural,Pastoral,,4
503_PIL_RIPA_PSW097_1,503,PIL_RIPA,PSW097,1,1,-21.06377778,117.7090833,,,9B1,8,,,,,8,,,,,Agricultural,Pastoral,,4
503_SAP_BE01_1,503,SAP,BE01,1,1,-30.23590502,118.304002,,S,9B1,1,,,,,1,,,,,Non Agricultural Land,Government,,5
503_SAP_BE02_1,503,SAP,BE02,1,1,-30.23684904,118.3374185,,LC,9B1,1,,,,,1,,,,,Non Agricultural Land,Government,,5
503_SAP_BE03_1,503,SAP,BE03,1,1,-30.63512933,118.4288963,,L,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
503_SAP_BE05_1,503,SAP,BE05,1,1,-30.65910111,118.4783963,,CL,9B1,16,,,,,16,,,,,Not Applicable,Reserve,,3
503_SAP_BE06_1,503,SAP,BE06,1,1,-30.59488495,117.9092039,,CL,9B1,5,,,,,5,,,,,Not Applicable,Road,,3
503_SAP_BE08_1,503,SAP,BE08,1,1,-30.52836041,117.5805101,,LC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_SAP_BE09_1,503,SAP,BE09,1,1,-30.52944391,117.5651489,,S,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
503_SAP_BE10_1,503,SAP,BE10,1,1,-30.5269161,117.5664545,,,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_SAP_BE12_1,503,SAP,BE12,1,1,-30.32960647,117.7548672,,SC,9B1,2,,,,,2,,,,,Not Applicable,Road,,3
503_SAP_BE13_1,503,SAP,BE13,1,1,-30.34735658,117.7594507,,LC,9B1,7,,,,,7,,,,,Not Applicable,Reserve,,3
503_SAP_BE14_1,503,SAP,BE14,1,1,-30.50136032,117.5632319,,SL,9B1,5,,,,,5,,,,,Not Applicable,Reserve,,3
503_SAP_BE15_1,503,SAP,BE15,1,1,-30.54458283,117.5775658,,SL,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_SAP_BE16_1,503,SAP,BE16,1,1,-30.5016103,117.5653985,,,9B1,13,,,,,13,,,,,Not Applicable,Reserve,,3
503_SAP_BE18_1,503,SAP,BE18,1,1,-30.48707329,118.3467,,S,9B1,5,,,,,5,,,,,Not Applicable,Reserve,,3
503_SAP_BE19_1,503,SAP,BE19,1,1,-30.86294088,118.0607072,,L,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
503_SAP_DA01_1,503,SAP,DA01,1,1,-33.3547857,116.6201636,,GR,9B1,3,,,,,3,,,,,Not Applicable,Reserve,,3
503_SAP_DA02_1,503,SAP,DA02,1,1,-33.35598015,116.6192469,,SC,9B1,3,,,,,3,,,,,Not Applicable,Road,,3
503_SAP_DA04_1,503,SAP,DA04,1,1,-33.46906342,116.6348062,,ST,9B1,6,,,,,6,,,,,Not Applicable,Reserve,FIELD CROPS AND STOCK RAISING,3
503_SAP_DA07_1,503,SAP,DA07,1,1,-33.49936556,116.9543047,,LC,9B1,27,,,,,27,,,,,Not Applicable,Reserve,,3
503_SAP_DA08_1,503,SAP,DA08,1,1,-33.64558967,116.9400862,,S,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_SAP_DA09_1,503,SAP,DA09,1,1,-33.64853412,116.9414196,,SC,9B1,0.5,,,,,0.5,,,,,Not Applicable,Reserve,,3
503_SAP_DA10_1,503,SAP,DA10,1,1,-33.60453655,116.6290855,,GR,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_SAP_DA11_1,503,SAP,DA11,1,1,-33.29686587,116.7734699,,SC,9B1,1,,,,,1,,,,,Not Applicable,Reserve,FIELD CROPS AND STOCK RAISING,3
503_SAP_DA12_1,503,SAP,DA12,1,1,-33.61895382,116.5821691,,S,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_SAP_DA16_1,503,SAP,DA16,1,1,-33.52364589,116.7355564,,CL,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_SAP_DA17_1,503,SAP,DA17,1,1,-33.58628673,116.604752,,S,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_SAP_DA18_1,503,SAP,DA18,1,1,-33.82514879,116.6729217,,LC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_SAP_DA20_1,503,SAP,DA20,1,1,-33.99656413,117.0213675,,LC,9B1,3,,,,,3,,,,,Not Applicable,Road,,3
503_SAP_DA21_1,503,SAP,DA21,1,1,-33.689892,117.2504179,,LC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_SAP_DA22_1,503,SAP,DA22,1,1,-33.689892,117.2504179,,S,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
503_SAP_DA23_1,503,SAP,DA23,1,1,-33.59428029,117.2267777,,GR,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_SAP_DA24_1,503,SAP,DA24,1,1,-33.4934179,117.2561374,,LC,9B1,4,,,,,4,,,,,Not Applicable,Reserve,,3
503_SAP_DA26_1,503,SAP,DA26,1,1,-33.69525294,117.2435841,,LC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_SAP_DA27_1,503,SAP,DA27,1,1,-33.49794757,117.0682763,,LC,9B1,2,,,,,2,,,,,Not Applicable,Reserve,,3
503_SAP_DN01_1,503,SAP,DN01,1,1,-30.37012586,115.98807,,S,9B1,3,,,,,3,,,,,Not Applicable,Reserve,,3
503_SAP_DN05_1,503,SAP,DN05,1,1,-30.00892911,115.9037867,,S,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
503_SAP_DN06_1,503,SAP,DN06,1,1,-30.06031809,115.9228152,,LC,9B1,6,,,,,6,,,,,Not Applicable,Reserve,,3
503_SAP_DN07_1,503,SAP,DN07,1,1,-30.00756818,115.8891203,,S,9B1,1,,,,,1,,,,,Not Applicable,Reserve,,3
